Name,,,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
2/377 Dandenong Rd,,,,Armadale,-37.8604,145.0147,u,872000,1,186,4/08/2020,2.27,7,298
1/14 Denbigh Rd,,,,Armadale,-37.8593,145.0156,u,598000,3,14,11/12/2016,0.17,1,364
75 Sutherland Rd,,,,Armadale,-37.8554,145.0173,h,1285000,10,72,23/07/2019,0.82,1,78
61 Union St,,,,Armadale,-37.8593,145.0275,h,3660000,7,7,27/07/2018,0.08,1,201
1/403 Dandenong Rd,,,,Armadale,-37.8618,145.0183,u,520000,1,35,28/02/2020,0.41,1,364
44 Denbigh Rd,,,,Armadale,-37.8574,145.016,h,3625000,20,1,1/04/2016,0.02,1,362
44 Hampden Rd,,,,Armadale,-37.8582,145.0138,h,4200000,2,36,30/06/2020,0.69,1,351
3/769 High St,,,,Armadale,-37.8542,145.0135,t,1101000,10,10,25/01/2016,0.12,1,0
4 Mercer Rd,,,,Armadale,-37.8557,145.0264,h,3512500,5,6,21/04/2014,0.07,1,173
17 Kooyong Rd,,,,Armadale,-37.8611,145.0195,h,2000000,7,0,,,1,363
1/31 Mercer Rd,,,,Armadale,-37.853,145.0264,u,869000,14,29,19/11/2019,0.35,1,0
16 Llaneast St,,,,Armadale,-37.8611,145.0271,h,2810000,2,45,7/11/2018,0.55,1,250
2/532 Orrong Rd,,,,Armadale,-37.8573,145.0112,u,565000,4,111,13/03/2020,1.29,1,341
5/555 Orrong Rd,,,,Armadale,-37.8549,145.0113,u,567000,1,84,3/08/2020,5.02,1,284
3/50 Denbigh Rd,,,,Armadale,-37.8568,145.0161,u,546000,2,131,29/02/2020,1.97,2,335
7/844 Malvern Rd,,,,Armadale,-37.8503,145.0185,u,471500,30,18,6/10/2019,0.21,37,341
2/43 Roxburgh St,,,,Ascot Vale,-37.7756,144.9165,u,455000,3,7,25/03/2020,0.11,72,365
30 Rothwell St,,,,Ascot Vale,-37.7777,144.9195,h,940000,7,0,,,2,58
9/5 Rothwell St,,,,Ascot Vale,-37.7761,144.9201,u,467000,14,1,24/06/2018,0.04,2,102
7 Francis St,,,,Ascot Vale,-37.7777,144.9221,h,1380000,1,182,5/06/2020,2.11,1,313
2/21 Harold St,,,,Ascot Vale,-37.7736,144.9015,u,490000,2,23,13/07/2018,0.38,1,0
44 The Parade,,,,Ascot Vale,-37.7729,144.9179,h,1850000,2,126,30/06/2020,1.45,1,337
97 Walter St,,,,Ascot Vale,-37.7758,144.9089,h,1284000,14,3,30/06/2017,0.05,2,1
98 Epsom Rd,,,,Ascot Vale,-37.775,144.9091,h,971000,3,15,25/01/2020,0.24,2,269
8 Geddes St,,,,Ascot Vale,-37.7776,144.9142,h,710000,3,14,7/10/2019,0.16,27,346
75 Maribyrnong Rd,,,,Ascot Vale,-37.7721,144.9184,h,2425000,2,22,18/01/2020,0.42,1,292
119 Roseberry St,,,,Ascot Vale,-37.7745,144.9093,h,750000,1,17,6/09/2015,0.23,2,201
10 Fenton St,,,,Ascot Vale,-37.7748,144.929,h,1053000,1,1,18/06/2019,0.07,1,180
10 McCully St,,,,Ascot Vale,-37.7756,144.9208,h,1377000,14,39,14/02/2020,0.45,1,357
120 Epsom Rd,,,,Ascot Vale,-37.7759,144.91,h,970000,1,45,31/12/2019,0.57,3,359
47 Hurtle St,,,,Ascot Vale,-37.773,144.9049,h,940000,1,10,29/12/2018,0.13,3,357
63 Kent St,,,,Ascot Vale,-37.7807,144.9288,h,751000,4,18,20/03/2020,0.21,1,363
4 The Parade,,,,Ascot Vale,-37.7731,144.9206,h,950000,3,133,18/04/2020,1.54,2,365
1/17 Epsom Rd,,,,Ascot Vale,-37.7718,144.9066,u,685000,1,78,29/06/2020,0.91,1,359
41 Monash St,,,,Ascot Vale,-37.7819,144.9064,h,1230000,2,28,4/07/2020,0.57,1,43
2/78 Ormond Rd,,,,Ascot Vale,-37.7738,144.9345,h,636500,3,30,14/07/2020,0.82,1,0
83 Roseberry St,,,,Ascot Vale,-37.7746,144.9112,h,910000,1,15,22/12/2019,0.21,2,1
51 Francis St,,,,Ascot Vale,-37.7774,144.9186,h,770000,5,17,1/01/2020,0.33,24,89
33 Dalgety Dr,,,,Ascot Vale,-37.7778,144.9065,h,960000,3,141,9/03/2020,1.64,1,72
12 Mirams St,,,,Ascot Vale,-37.7766,144.9143,h,890000,4,1,1/12/2017,0.03,4,363
2 The Parade,,,,Ascot Vale,-37.7732,144.9206,h,965000,2,41,19/01/2020,0.52,1,358
78 The Parade,,,,Ascot Vale,-37.7725,144.9146,h,1440000,14,54,1/01/2020,0.63,41,365
11 Ascot St,,,,Ascot Vale,-37.7825,144.9208,h,955000,28,8,25/05/2019,0.09,2,212
24/54 Epsom Rd,,,,Ascot Vale,-37.7731,144.9074,u,450000,5,98,5/12/2017,1.16,1,341
2 Farncomb St,,,,Ascot Vale,-37.781,144.9207,h,801000,7,82,28/01/2020,0.95,1,252
26 Newsom St,,,,Ascot Vale,-37.7746,144.9031,h,1000000,1,79,5/07/2020,1.44,2,179
8 Pentland St,,,,Ascot Vale,-37.7737,144.904,h,1435000,2,0,,,1,0
8/129 The Parade,,,,Ascot Vale,-37.7723,144.9094,u,390000,14,56,25/12/2018,0.65,41,320
52 Monash St,,,,Ascot Vale,-37.7821,144.9055,h,1425000,1,1,28/03/2018,0.03,4,365
58 Fenton St,,,,Ascot Vale,-37.775,144.932,h,1340000,1,6,28/01/2020,0.14,1,364
70 Munro St,,,,Ascot Vale,-37.7753,144.9116,h,955000,4,56,9/03/2020,0.67,1,340
125 Epsom Rd,,,,Ascot Vale,-37.7791,144.9136,h,1100000,2,11,27/05/2020,0.17,1,349
33 Hockey La,,,,Ascot Vale,-37.7759,144.9338,h,1255000,20,58,30/04/2020,0.69,1,323
3/28 Ormond Rd,,,,Ascot Vale,-37.773,144.9303,u,432000,2,43,11/07/2020,0.59,3,278
7 Angler Pde,,,,Ascot Vale,-37.782,144.903,h,1640000,2,53,9/07/2020,0.66,3,336
26 Ayr St,,,,Ascot Vale,-37.78,144.9295,h,1430000,2,84,21/06/2020,1.12,3,174
2/127 Epsom Rd,,,,Ascot Vale,-37.7791,144.914,u,610000,2,135,14/02/2020,1.62,3,115
57 The Parade,,,,Ascot Vale,-37.7727,144.9136,h,940000,2,9,9/02/2016,0.16,1,0
62 Mirams St,,,,Ascot Vale,-37.7765,144.9114,h,890000,1,244,7/06/2020,2.86,1,181
67 Hurtle St,,,,Ascot Vale,-37.7742,144.906,h,1180000,2,17,8/03/2020,0.36,3,359
95 Walter St,,,,Ascot Vale,-37.7757,144.9088,h,1480000,2,0,,,1,365
15 Bayview Tce,,,,Ascot Vale,-37.7734,144.9191,h,1150000,14,41,30/04/2020,0.49,10,349
57 Monash St,,,,Ascot Vale,-37.7828,144.9049,h,1350000,5,33,13/03/2020,0.4,1,326
54 South St,,,,Ascot Vale,-37.7778,144.9261,h,1905000,3,222,17/03/2020,2.65,1,0
3/8 Walter St,,,,Ascot Vale,-37.7713,144.9038,t,865000,2,342,13/06/2020,4.17,1,363
2/225 Maribyrnong Rd,,,,Ascot Vale,-37.7712,144.9088,t,705000,3,72,7/03/2020,0.88,1,80
12/9 Milton St,,,,Ascot Vale,-37.7733,144.9219,u,442000,2,117,17/03/2020,1.67,1,365
107/8 Burrowes St,,,,Ascot Vale,-37.7786,144.9141,u,540000,3,15,24/07/2020,0.18,1,0
21A Geddes St,,,,Ascot Vale,-37.7779,144.9133,h,1037500,1,0,,,1,365
1/20 Newsom St,,,,Ascot Vale,-37.7744,144.9035,t,1050000,2,64,1/04/2020,0.79,1,92
4/27 Roseberry St,,,,Ascot Vale,-37.7749,144.9137,u,440000,1,15,23/11/2019,0.18,3,365
126 The Parade,,,,Ascot Vale,-37.7722,144.9117,h,1010000,1,19,27/01/2020,0.23,3,364
43 Bloomfield Rd,,,,Ascot Vale,-37.7766,144.9187,h,1430000,1,0,,,1,362
6/17 Geddes St,,,,Ascot Vale,-37.7779,144.9137,u,570000,2,88,14/03/2020,1.3,1,0
1/60 The Parade,,,,Ascot Vale,-37.7728,144.9169,u,690000,3,104,9/02/2020,1.23,1,86
45 Bloomfield Rd,,,,Ascot Vale,-37.7766,144.9185,h,1291000,2,18,25/06/2017,0.36,1,0
21 Middle St,,,,Ascot Vale,-37.7774,144.928,h,1130000,2,13,3/02/2018,0.15,1,0
78 Francis St,,,,Ascot Vale,-37.777,144.9176,h,1135000,2,112,27/01/2020,1.34,1,364
25 Geddes St,,,,Ascot Vale,-37.7778,144.9131,h,950000,2,23,15/03/2020,0.28,1,0
106/246 Union Rd,,,,Ascot Vale,-37.7722,144.9163,u,790000,2,2,27/10/2016,0.04,1,0
18/54 Epsom Rd,,,,Ascot Vale,-37.7731,144.9074,u,390000,2,47,29/12/2019,0.77,2,364
15 Mirams St,,,,Ascot Vale,-37.7769,144.9138,h,1345000,1,3,18/08/2014,0.04,2,51
44 Walter St,,,,Ascot Vale,-37.7727,144.9055,h,1381500,2,19,24/07/2017,0.33,2,142
25 Dalgety Dr,,,,Ascot Vale,-37.7778,144.9061,h,940000,2,74,20/01/2020,0.91,4,0
7 Dalgety Dr,,,,Ascot Vale,-37.7778,144.9042,h,995000,1,507,12/08/2020,6.01,20,220
37 Epsom Rd,,,,Ascot Vale,-37.7728,144.9076,h,1050000,2,32,3/11/2019,0.38,1,72
6 Waller Ct,,,,Ascot Vale,-37.7816,144.9217,h,786000,2,192,6/04/2020,2.29,1,138
17 Ascot St,,,,Ascot Vale,-37.7825,144.9206,h,705000,1,17,29/01/2017,0.21,37,343
73 Kent St,,,,Ascot Vale,-37.7807,144.9285,h,760000,1,38,16/02/2020,0.47,19,345
9/129 The Parade,,,,Ascot Vale,-37.7723,144.9094,u,487500,5,1,13/07/2014,0.01,1,0
1 East St,,,,Ascot Vale,-37.7766,144.9277,t,1000000,2,47,14/07/2020,0.57,1,282
32 Geddes St,,,,Ascot Vale,-37.7775,144.913,h,1110000,3,8,27/02/2020,0.12,27,246
30 Mirams St,,,,Ascot Vale,-37.7765,144.9132,h,1300000,5,7,29/12/2019,0.08,1,178
43 Mirams St,,,,Ascot Vale,-37.7767,144.9125,h,1060000,5,8,26/01/2020,0.1,1,363
45 Mirams St,,,,Ascot Vale,-37.7767,144.9124,h,1410000,5,98,15/03/2020,1.18,1,91
1 Bloomfield Rd,,,,Ascot Vale,-37.7768,144.9223,h,1305000,4,0,,,1,363
26 Milton St,,,,Ascot Vale,-37.7738,144.9215,h,932500,7,102,15/03/2020,1.22,3,349
10 Ayr St,,,,Ascot Vale,-37.7792,144.9297,h,965000,3,44,16/03/2020,0.53,1,180
58 Bloomfield Rd,,,,Ascot Vale,-37.7762,144.9174,h,1215000,1,22,1/03/2019,0.27,2,89
1/91 Epsom Rd,,,,Ascot Vale,-37.7772,144.9118,u,545000,3,83,30/11/2019,1,1,91
5 Doncaster St,,,,Ascot Vale,-37.7774,144.9104,h,1705000,3,243,10/03/2020,2.89,4,246
6 McCully St,,,,Ascot Vale,-37.7756,144.921,h,970000,2,265,8/03/2020,3.23,1,181
75 Munro St,,,,Ascot Vale,-37.7756,144.9105,h,925000,1,0,,,1,0
61 Dent St,,,,Ashburton,-37.8669,145.0767,h,2650000,1,0,,,1,0
69 Albion Rd,,,,Ashburton,-37.8673,145.0688,h,1670000,2,93,15/03/2020,1.14,38,365
1/17 Ashburn Gr,,,,Ashburton,-37.8655,145.0807,t,955000,2,51,23/03/2020,0.63,38,354
3/39 Solway St,,,,Ashburton,-37.874,145.0714,t,2050000,1,0,,,2,365
101/218 High St,,,,Ashburton,-37.8636,145.0794,u,500000,14,54,8/07/2018,0.65,41,365
51 Victory Bvd,,,,Ashburton,-37.869,145.0822,h,1575000,3,89,8/03/2020,1.09,2,344
3 Dunlop St,,,,Ashburton,-37.8666,145.0676,h,1555000,1,0,,,2,365
16a Nicholas St,,,,Ashburton,-37.8699,145.0778,h,1100000,1,118,11/02/2020,1.44,1,335
5 Nicholas St,,,,Ashburton,-37.8685,145.0786,h,1337000,2,317,28/02/2020,3.81,2,332
115 Ashburn Gr,,,,Ashburton,-37.8729,145.0788,h,2950000,1,3,11/12/2019,0.05,3,180
33 Eleanor St,,,,Ashburton,-37.8612,145.0858,h,2215000,2,232,4/03/2020,2.81,1,365
1/1 Nairn St,,,,Ashburton,-37.8675,145.0668,h,1518000,2,25,9/03/2020,0.34,5,165
9 Gona Ct,,,,Ashburton,-37.8695,145.084,h,1710000,3,70,11/01/2020,0.85,2,232
45 Yuile St,,,,Ashburton,-37.8599,145.0815,h,1655000,2,63,15/02/2020,0.76,38,347
47 Yuile St,,,,Ashburton,-37.86,145.0817,h,1550000,3,233,23/06/2020,2.79,2,73
6a Glen Rd,,,,Ashburton,-37.8742,145.07,h,1662000,5,10,7/07/2020,0.14,1,179
18 Glen Rd,,,,Ashburton,-37.8737,145.0695,h,1665000,1,21,16/09/2018,0.25,37,106
95 Nicholas St,,,,Ashburton,-37.8745,145.0738,h,1445000,2,138,1/12/2018,1.65,1,0
29A Yuile St,,,,Ashburton,-37.8598,145.0796,h,3510000,7,1,6/03/2016,0.02,1,0
3/75 Victory Bvd,,,,Ashburton,-37.8709,145.0857,t,968000,3,15,26/06/2017,0.18,1,294
2/17 Ashburn Gr,,,,Ashburton,-37.8655,145.0808,t,900000,2,2,24/08/2015,0.03,2,365
4 Baker Pde,,,,Ashburton,-37.8605,145.0833,h,1500000,3,8,1/01/2018,0.1,1,353
15 Comas Gr,,,,Ashburton,-37.8714,145.073,h,2752000,4,112,20/06/2020,1.36,1,214
3 Mustang Ct,,,,Ashburton,-37.8653,145.0897,h,1500000,2,66,17/03/2020,0.8,2,286
63 Dent St,,,,Ashburton,-37.8669,145.077,h,1800000,2,6,19/01/2020,0.09,4,365
4 Vears Rd,,,,Ashburton,-37.8619,145.0879,h,1830000,1,101,26/03/2020,1.24,2,109
14 Lucerne St,,,,Ashburton,-37.8703,145.0774,h,1415000,2,398,27/03/2020,4.85,2,232
5 Pitt St,,,,Ashburton,-37.872,145.0692,h,1440000,2,50,9/03/2017,0.61,21,91
1/65 Ashburn Gr,,,,Ashburton,-37.8693,145.08,t,1250000,1,141,8/07/2020,2.52,2,362
12 Meaden St,,,,Ashburton,-37.8679,145.0781,h,1422000,7,1,2/01/2014,0.01,1,0
48 Nicholas St,,,,Ashburton,-37.8724,145.0758,h,1600000,2,4,10/09/2017,0.05,1,0
5 Taylor St,,,,Ashburton,-37.8711,145.0746,h,1860000,3,196,31/05/2020,2.37,4,365
1/7 Y St,,,,Ashburton,-37.8624,145.0798,t,1710000,30,12,8/01/2017,0.15,37,342
33 Highgate Gr,,,,Ashburton,-37.8664,145.0772,h,1790000,2,282,5/01/2020,3.41,3,134
9 Pitt St,,,,Ashburton,-37.8715,145.0688,h,1950000,2,77,9/07/2019,1.32,1,139
9 Ward St,,,,Ashburton,-37.8645,145.0797,h,1600000,5,1,16/03/2018,0.03,1,180
159 Ashburn Gr,,,,Ashburton,-37.8752,145.0754,h,1320000,4,106,3/03/2020,1.76,16,91
19 Poulter St,,,,Ashburton,-37.8636,145.0903,h,1650000,3,24,26/01/2020,0.3,1,361
18 Teck St,,,,Ashwood,-37.8693,145.1082,h,995000,3,14,26/01/2020,0.17,5,0
28 Raymond St,,,,Ashwood,-37.867,145.1092,h,1250000,1,50,5/04/2020,1.06,1,280
31a Douglas St,,,,Ashwood,-37.8639,145.0968,u,1045000,5,126,29/01/2020,1.56,3,9
1/53 Winbirra Pde,,,,Ashwood,-37.8716,145.0999,h,1200000,1,51,18/12/2019,0.62,5,364
18 Montrose St,,,,Ashwood,-37.8694,145.0944,h,1075000,2,154,25/01/2020,1.87,1,0
4 Scenic Dr,,,,Ashwood,-37.8647,145.1023,h,1500000,3,0,,,1,0
8 Rocklands Rd,,,,Ashwood,-37.8642,145.1109,h,1120000,7,57,27/03/2020,0.7,1,348
1/7 Farmer St,,,,Ashwood,-37.8662,145.109,t,700000,1,16,15/07/2020,1.56,1,180
1/136 High Street Rd,,,,Ashwood,-37.8675,145.106,h,761000,2,3,24/02/2018,0.07,2,364
10 Maroondah Rd,,,,Ashwood,-37.8651,145.1109,h,1270000,2,20,16/03/2020,0.29,1,364
4 Peppermint Ct,,,,Ashwood,-37.8661,145.1013,h,1510000,1,23,25/01/2020,0.29,37,30
35 Douglas St,,,,Ashwood,-37.864,145.0972,h,1365000,3,197,14/03/2020,2.45,1,270
95 Huntingdale Rd,,,,Ashwood,-37.8621,145.1126,h,1100000,4,264,22/05/2020,3.36,1,176
8 Maroondah Rd,,,,Ashwood,-37.8651,145.1107,h,1415000,30,5,18/10/2016,0.06,37,354
1/7 Murra Ct,,,,Ashwood,-37.8711,145.1017,u,690000,4,4,14/08/2015,0.05,1,0
58 Ashwood Dr,,,,Ashwood,-37.8621,145.1021,h,1631000,3,20,30/11/2018,0.26,2,89
3 Harold St,,,,Ashwood,-37.8655,145.096,h,1500000,3,9,1/12/2018,0.11,5,0
9 Katta Ct,,,,Ashwood,-37.8707,145.1036,h,1060000,1,1,2/12/2013,0.01,1,0
16 Scenic Dr,,,,Ashwood,-37.8637,145.1024,h,1529500,5,0,,,1,89
4/36 Queens Pde,,,,Ashwood,-37.8696,145.0962,u,600000,2,63,10/12/2019,0.79,2,169
4/24 Mulgrave St,,,,Ashwood,-37.8702,145.1042,u,535000,1,24,23/11/2019,0.35,2,0
147 Huntingdale Rd,,,,Ashwood,-37.8671,145.1117,h,785000,4,69,8/03/2020,0.89,1,365
17 Parkhill Dr,,,,Ashwood,-37.8629,145.1097,h,1240000,2,57,15/03/2020,0.72,2,364
2/6 Murra Ct,,,,Ashwood,-37.8709,145.102,u,700000,1,46,15/02/2020,0.58,1,170
12 Leonard St,,,,Ashwood,-37.8669,145.1106,h,1350000,2,19,12/08/2016,0.24,4,0
4 Teck St,,,,Ashwood,-37.8683,145.1082,h,1110000,14,50,8/05/2020,0.63,41,365
14 Ashwood Dr,,,,Ashwood,-37.858,145.1038,h,1305000,60,0,,,1,0
1/2 Condah Ct,,,,Ashwood,-37.87,145.1103,h,855000,2,21,17/02/2015,0.26,1,0
1/16 Raymond St,,,,Ashwood,-37.8655,145.1096,t,900500,333,4,6/01/2015,0.05,1,0
4 Newbury Ct,,,,Ashwood,-37.8614,145.1098,h,1200000,1,60,3/07/2020,0.76,24,365
2/53 Salisbury Rd,,,,Ashwood,-37.8723,145.1089,t,830000,2,0,,,1,0
8 Norma Ct,,,,Avondale Heights,-37.7677,144.8674,h,850000,3,66,9/07/2020,0.83,1,284
9 Rogerson St,,,,Avondale Heights,-37.7634,144.8611,h,750000,2,44,16/03/2020,0.54,1,365
157 Canning St,,,,Avondale Heights,-37.77,144.8572,t,851000,2,1,9/03/2014,0.01,1,365
105 Canning St,,,,Avondale Heights,-37.7706,144.8629,h,848000,3,25,30/03/2018,0.31,1,231
36 Wood St,,,,Avondale Heights,-37.7676,144.859,h,806000,5,2,23/02/2015,0.02,1,0
2 Arbor Tce,,,,Avondale Heights,-37.7654,144.8655,h,1155000,1,0,,,1,0
3 Karen Ct,,,,Avondale Heights,-37.7593,144.871,h,670000,7,10,31/03/2020,0.13,24,364
6 Lovett Dr,,,,Avondale Heights,-37.7545,144.8736,h,1200000,3,7,26/01/2020,0.09,27,279
12 Skewes St,,,,Avondale Heights,-37.7605,144.8581,h,636000,6,1,1/02/2017,0.02,3,0
68 Thompson St,,,,Avondale Heights,-37.7591,144.8542,h,680000,2,9,28/02/2016,0.12,2,263
14 Lovett Dr,,,,Avondale Heights,-37.7537,144.8729,h,1160000,2,5,9/01/2020,0.11,1,358
31 Duke St,,,,Avondale Heights,-37.7721,144.8576,h,750000,12,0,,,1,0
97 Military Rd,,,,Avondale Heights,-37.7632,144.8622,h,627500,3,291,10/07/2020,3.56,4,264
21 River Dr,,,,Avondale Heights,-37.7519,144.8534,t,880000,3,6,26/03/2018,0.11,27,346
3 Clive Ct,,,,Avondale Heights,-37.7524,144.8714,h,950000,1,28,31/12/2017,0.35,1,0
22 Warrick Ct,,,,Avondale Heights,-37.7532,144.8766,h,1600000,5,0,,,1,0
2/6 Nelson Ct,,,,Avondale Heights,-37.7623,144.8613,t,585000,2,15,13/07/2019,0.19,1,201
7 Monmouth St,,,,Avondale Heights,-37.7627,144.857,h,650000,2,1,19/05/2015,0.02,1,0
15 River Dr,,,,Avondale Heights,-37.752,144.854,h,725000,14,7,29/12/2017,0.09,1,0
16a Arbor Tce,,,,Avondale Heights,-37.7644,144.8657,u,665000,14,29,17/02/2019,0.37,41,177
40a Herbert St,,,,Avondale Heights,-37.7664,144.8583,h,560500,3,2,13/01/2016,0.02,1,0
185 Military Rd,,,,Avondale Heights,-37.758,144.86,h,615000,6,0,,,1,0
33 Wood St,,,,Avondale Heights,-37.7681,144.8592,h,845000,14,299,16/05/2020,3.68,22,131
14 Herbert St,,,,Avondale Heights,-37.7686,144.8576,h,585000,2,42,25/10/2017,0.52,1,0
2/10 Military Rd,,,,Avondale Heights,-37.7697,144.8657,u,440000,1,64,2/08/2020,0.8,2,180
9 Willow Dr,,,,Avondale Heights,-37.7522,144.8518,h,850000,1,0,,,1,0
8 Westminster Dr,,,,Avondale Heights,-37.7639,144.8615,h,850000,3,230,15/03/2020,2.85,1,352
8 Herbert St,,,,Avondale Heights,-37.7691,144.8575,h,705000,7,20,2/01/2020,0.26,3,364
2 Hillman Ct,,,,Avondale Heights,-37.7609,144.8639,h,1100000,2,79,30/01/2020,0.98,1,164
20 Westminster Dr,,,,Avondale Heights,-37.7642,144.8603,h,892500,2,0,,,1,0
8 Moffat St,,,,Avondale Heights,-37.771,144.8586,h,695000,30,87,4/12/2019,1.09,1,364
1/24 Bordeaux St,,,,Avondale Heights,-37.756,144.8641,h,522500,2,55,2/02/2018,0.68,1,0
72 Military Rd,,,,Avondale Heights,-37.7649,144.8633,h,680000,1,0,,,1,0
1/5 South Tce,,,,Avondale Heights,-37.7507,144.8576,u,500000,1,0,,,1,365
1/4 Weyburn Pl,,,,Avondale Heights,-37.7592,144.8681,t,550000,2,208,13/03/2020,2.58,2,232
19 Clarendon St,,,,Avondale Heights,-37.766,144.8596,h,730000,4,219,16/04/2020,2.79,1,181
2 Drake Ct,,,,Avondale Heights,-37.765,144.8578,h,875000,2,273,21/06/2020,3.39,14,84
11 South Tce,,,,Avondale Heights,-37.751,144.8571,h,850000,7,0,,,1,0
61 Doyle St,,,,Avondale Heights,-37.7568,144.8572,h,635000,3,10,16/07/2017,0.18,1,0
109 North Rd,,,,Avondale Heights,-37.7573,144.8534,h,762000,4,70,16/03/2020,0.87,2,179
2/4 Carmyle Ct,,,,Avondale Heights,-37.7608,144.863,u,411000,3,96,21/02/2020,1.22,1,263
10 Intervale Dr,,,,Avondale Heights,-37.7513,144.859,h,790000,3,12,14/07/2019,0.16,3,258
328 Milleara Rd,,,,Avondale Heights,-37.7563,144.8601,h,605000,2,0,,,6,365
10 Skewes St,,,,Avondale Heights,-37.7607,144.8581,h,805000,3,97,16/03/2020,1.32,1,150
62 Skewes St,,,,Avondale Heights,-37.757,144.8566,h,890000,2,38,8/03/2020,0.75,1,0
49 Rogerson St,,,,Avondale Heights,-37.7644,144.8575,h,795000,2,71,29/02/2020,0.9,14,340
43 Skewes St,,,,Avondale Heights,-37.7584,144.8568,h,634000,1,30,3/03/2020,0.48,2,363
63 Doyle St,,,,Avondale Heights,-37.7567,144.8572,h,642000,2,93,4/06/2020,1.16,4,347
235 Military Rd,,,,Avondale Heights,-37.7546,144.8585,h,863000,3,283,30/06/2020,4.78,5,360
57 North Rd,,,,Avondale Heights,-37.7546,144.857,h,740000,1,95,2/05/2020,1.3,14,174
18 Linton St,,,,Balaclava,-37.8668,144.9928,h,1819000,7,47,31/03/2020,0.6,1,168
7/72 Grosvenor St,,,,Balaclava,-37.8731,144.9958,u,410000,1,8,25/08/2018,0.1,1,10
3/88 Grosvenor St,,,,Balaclava,-37.8733,144.997,u,280000,3,30,25/11/2019,0.53,1,0
1/34 Gourlay St,,,,Balaclava,-37.8723,144.9961,t,1015000,1,11,31/10/2019,0.26,5,355
4/9 Gourlay St,,,,Balaclava,-37.8725,144.9952,u,502500,2,16,28/06/2015,0.23,1,0
1/22 Sycamore Gr,,,,Balaclava,-37.8742,144.9972,u,520000,1,134,25/01/2020,1.67,1,48
6/23 Gourlay St,,,,Balaclava,-37.8726,144.9962,u,442000,3,60,23/03/2020,0.75,11,269
6 Blenheim St,,,,Balaclava,-37.8663,144.9948,h,1193000,2,90,12/03/2020,1.14,1,239
3/20 Orange Gr,,,,Balaclava,-37.8678,144.9966,u,416000,2,1,20/01/2014,0.01,1,0
2/360 Carlisle St,,,,Balaclava,-37.8691,144.9974,u,820000,2,92,16/03/2020,1.15,4,111
2/19 Camden St,,,,Balaclava,-37.8667,144.9917,u,474000,2,12,10/07/2017,0.16,4,58
1/17 Albion St,,,,Balaclava,-37.874,144.9933,h,981000,1,32,14/10/2017,0.41,4,364
10 Grosvenor St,,,,Balaclava,-37.872,144.9909,h,1690000,2,1,16/03/2015,0.02,6,324
3/33 Gourlay St,,,,Balaclava,-37.8727,144.9969,u,540000,2,9,14/10/2018,0.17,6,223
41 Marlborough St,,,,Balaclava,-37.8696,144.9925,h,1080000,3,31,5/08/2020,0.39,2,303
15/36 Brighton Rd,,,,Balaclava,-37.873,144.9907,u,500000,25,29,23/01/2020,0.41,1,363
5/11 Albion St,,,,Balaclava,-37.8739,144.9929,u,497500,1,71,15/01/2020,0.91,5,364
166 Gordon St,,,,Balwyn,-37.8094,145.0807,h,2100000,14,246,15/03/2020,3.2,1,84
36 Narrak Rd,,,,Balwyn,-37.811,145.0958,h,1800000,3,12,28/01/2020,0.15,5,0
2/16 Westminster St,,,,Balwyn,-37.8128,145.0975,t,1255000,2,26,15/07/2019,0.34,6,365
2/74 Balwyn Rd,,,,Balwyn,-37.8161,145.0812,u,1070000,1,215,9/06/2020,3.1,9,0
112 Belmore Rd,,,,Balwyn,-37.8028,145.0768,h,2570000,7,53,14/12/2019,0.67,73,34
27 Bevan St,,,,Balwyn,-37.8147,145.0748,h,2400000,3,96,9/02/2020,1.21,2,330
129 Gordon St,,,,Balwyn,-37.8085,145.0764,h,2200000,2,377,5/07/2020,4.73,2,365
4 Melba Ct,,,,Balwyn,-37.8071,145.0908,h,3250000,2,157,20/05/2020,1.97,3,365
5/14 Parring Rd,,,,Balwyn,-37.8124,145.0916,u,806000,2,12,28/06/2020,0.17,3,0
349 Union Rd,,,,Balwyn,-37.8051,145.1016,h,4000000,1,3,18/03/2018,0.04,1,365
3/10 Westminster St,,,,Balwyn,-37.8134,145.0972,h,1215000,60,0,,,1,180
22 Yongala St,,,,Balwyn,-37.8061,145.0801,h,2250000,2,1,21/01/2019,0.05,2,141
3/30 Cremorne St,,,,Balwyn,-37.8092,145.0778,u,812000,5,26,22/03/2016,0.33,1,0
9/5 Boston Rd,,,,Balwyn,-37.8162,145.0771,h,1140000,2,77,27/12/2019,0.96,1,179
17 Gordon St,,,,Balwyn,-37.807,145.0635,h,2330000,1,22,15/04/2019,0.28,1,342
40 Metung St,,,,Balwyn,-37.8048,145.0708,h,2800000,2,4,16/11/2017,0.05,2,365
4/30 Weir St,,,,Balwyn,-37.8152,145.0843,u,605000,1,0,,,1,0
1/37 Yongala St,,,,Balwyn,-37.8056,145.0788,h,1255000,4,32,15/03/2020,0.41,1,363
142 Balwyn Rd,,,,Balwyn,-37.8074,145.0826,h,1850000,7,44,16/12/2019,0.57,1,365
9/11 Parring Rd,,,,Balwyn,-37.8125,145.0901,u,805000,2,11,24/11/2014,0.14,1,0
